SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,10,003,Delaware,New Castle County,6,6,38937,19487,19450,13164,12575,4515,4964,65,77,1380,1410,14,8,349,416,13452,12915,4730,5225,165,188,1483,1550,27,22,17269,17393,11275,10930,4297,4655,19,34,1372,1403,3,4,303,367,11528,11232,4478,4885,101,129,1468,1529,11,13,2218,2057,1889,1645,218,309,46,43,8,7,11,4,46,49,1924,1683,252,340,64,59,15,21,16,9
050,10,003,Delaware,New Castle County,6,7,37074,18310,18764,11941,11836,4365,4960,93,73,1545,1468,18,22,348,405,12233,12173,4581,5225,202,192,1640,1581,28,34,15871,16628,9908,10115,4140,4692,26,27,1527,1446,5,7,265,341,10126,10394,4300,4908,105,123,1614,1554,13,16,2439,2136,2033,1721,225,268,67,46,18,22,13,15,83,64,2107,1779,281,317,97,69,26,27,15,18
050,10,003,Delaware,New Castle County,6,8,33015,16231,16784,10577,10451,3963,4759,95,96,1313,1173,9,6,274,299,10804,10691,4117,4948,175,200,1408,1258,18,10,14207,14871,8867,8948,3772,4486,40,37,1303,1161,3,3,222,236,9048,9138,3895,4629,103,111,1384,1239,11,7,2024,1913,1710,1503,191,273,55,59,10,12,6,3,52,63,1756,1553,222,319,72,89,24,19,7,3
050,10,003,Delaware,New Castle County,6,9,36452,17802,18650,11867,11813,4479,5271,94,83,1102,1165,11,16,249,302,12057,12052,4614,5453,199,195,1178,1260,20,26,15996,16976,10340,10500,4308,5040,33,27,1094,1151,4,6,217,252,10504,10693,4423,5184,123,124,1161,1238,12,15,1806,1674,1527,1313,171,231,61,56,8,14,7,10,32,50,1553,1359,191,269,76,71,17,22,8,11
050,10,003,Delaware,New Castle County,6,10,38937,18631,20306,13011,13341,4507,5709,80,70,840,896,11,10,182,280,13144,13553,4604,5871,168,194,888,973,24,22,17165,18856,11782,12164,4353,5536,43,31,827,884,3,3,157,238,11894,12338,4436,5668,120,141,873,959,12,11,1466,1450,1229,1177,154,173,37,39,13,12,8,7,25,42,1250,1215,168,203,48,53,15,14,12,11
050,10,003,Delaware,New Castle County,6,11,41071,19724,21347,14237,14866,4491,5384,66,83,741,786,9,11,180,217,14363,15019,4583,5519,147,200,804,839,16,18,18608,20324,13313,14031,4371,5253,38,62,730,776,4,4,152,198,13416,14169,4441,5376,113,170,788,824,10,11,1116,1023,924,835,120,131,28,21,11,10,5,7,28,19,947,850,142,143,34,30,16,15,6,7
050,10,003,Delaware,New Castle County,6,12,37751,18106,19645,13561,14038,3724,4636,61,58,623,716,6,6,131,191,13662,14172,3786,4753,134,155,659,759,13,11,17240,18868,12837,13415,3624,4528,43,43,620,709,4,3,112,170,12922,13532,3672,4630,104,129,654,750,8,8,866,777,724,623,100,108,18,15,3,7,2,3,19,21,740,640,114,123,30,26,5,9,5,3
050,10,003,Delaware,New Castle County,6,13,30776,14423,16353,11081,12018,2723,3617,45,43,476,536,5,3,93,136,11143,12107,2765,3695,102,127,504,565,8,8,13866,15798,10607,11546,2673,3556,27,34,471,533,2,3,86,126,10663,11626,2709,3626,82,116,499,561,5,8,557,555,474,472,50,61,18,9,5,3,3,0,7,10,480,481,56,69,20,11,5,4,3,0
050,10,003,Delaware,New Castle County,6,14,24325,11197,13128,8712,9789,1996,2722,22,28,386,494,4,3,77,92,8765,9856,2031,2769,72,83,407,513,9,11,10851,12711,8420,9444,1963,2672,16,24,384,492,2,1,66,78,8467,9500,1993,2708,59,74,402,511,5,4,346,417,292,345,33,50,6,4,2,2,2,2,11,14,298,356,38,61,13,9,5,2,4,7
050,10,003,Delaware,New Castle County,6,15,17387,7782,9605,6052,7418,1348,1804,19,21,309,299,1,1,53,62,6090,7459,1374,1833,47,64,322,314,3,4,7568,9329,5865,7181,1331,1782,15,16,308,297,0,0,49,53,5899,7215,1354,1806,43,54,320,312,2,2,214,276,187,237,17,22,4,5,1,2,1,1,4,9,191,244,20,27,4,10,2,2,1,2
050,10,003,Delaware,New Castle County,6,16,12435,5383,7052,4265,5473,856,1309,11,12,228,221,0,1,23,36,4285,5494,867,1327,26,37,232,230,0,3,5228,6886,4130,5329,841,1295,9,10,228,218,0,0,20,34,4148,5348,850,1311,22,35,232,227,0,2,155,166,135,144,15,14,2,2,0,3,0,1,3,2,137,146,17,16,4,2,0,3,0,1
050,10,003,Delaware,New Castle County,6,17,9585,3900,5685,3285,4708,489,855,6,9,93,94,3,4,24,15,3308,4718,493,864,13,15,107,97,4,6,3800,5590,3201,4628,481,845,4,7,93,94,0,3,21,13,3221,4636,484,852,9,13,107,97,1,5,100,95,84,80,8,10,2,2,0,0,3,1,3,2,87,82,9,12,4,2,0,0,3,1
050,10,003,Delaware,New Castle County,6,18,9896,3349,6547,2910,5594,362,805,4,12,58,88,0,1,15,47,2921,5619,369,829,11,34,62,108,3,15,3269,6423,2838,5489,357,799,4,11,57,87,0,1,13,36,2849,5512,363,814,10,32,61,97,1,6,80,124,72,105,5,6,0,1,1,1,0,0,2,11,72,107,6,15,1,2,1,11,2,9
050,10,003,Delaware,New Castle County,7,0,550851,266667,284184,180184,188659,64711,73124,1142,1118,14262,14415,185,169,6183,6699,185458,194283,68844,77652,2700,2924,15948,16196,337,376,240663,259079,158926,168777,61816,69749,494,519,14067,14238,63,71,5297,5725,163452,173583,65316,73553,1734,1980,15598,15869,180,230,26004,25105,21258,19882,2895,3375,648,599,195,177,122,98,886,974,22006,20700,3528,4099,966,944,350,327,157,146
050,10,003,Delaware,New Castle County,7,1,32901,16751,16150,9801,9387,4721,4697,78,62,1069,1017,28,13,1054,974,10758,10269,5516,5443,210,202,1339,1239,49,31,14303,13739,7777,7406,4518,4463,35,17,1045,1005,13,9,915,839,8621,8175,5206,5101,127,118,1281,1207,31,24,2448,2411,2024,1981,203,234,43,45,24,12,15,4,139,135,2137,2094,310,342,83,84,58,32,18,7
050,10,003,Delaware,New Castle County,7,2,33437,16818,16619,9822,9602,4983,4950,90,76,916,947,15,16,992,1028,10719,10531,5745,5711,235,230,1153,1206,25,33,14094,13870,7683,7520,4621,4535,28,31,895,928,3,3,864,853,8469,8293,5276,5159,135,135,1114,1165,9,16,2724,2749,2139,2082,362,415,62,45,21,19,12,13,128,175,2250,2238,469,552,100,95,39,41,16,17
050,10,003,Delaware,New Castle County,7,3,34400,17555,16845,10546,9879,5263,5192,92,112,837,820,13,14,804,828,11257,10604,5849,5813,234,264,1041,1019,28,31,14966,14367,8541,7975,4892,4830,33,43,806,792,4,5,690,722,9151,8609,5396,5375,143,156,984,974,17,21,2589,2478,2005,1904,371,362,59,69,31,28,9,9,114,106,2106,1995,453,438,91,108,57,45,11,10
050,10,003,Delaware,New Castle County,7,4,37539,18877,18662,11883,12185,5403,4977,89,68,849,734,13,13,640,685,12453,12784,5846,5445,221,214,1034,928,24,27,16668,16504,10163,10473,5073,4687,36,16,824,719,6,6,566,603,10668,11001,5461,5090,143,140,995,900,14,19,2209,2158,1720,1712,330,290,53,52,25,15,7,7,74,82,1785,1783,385,355,78,74,39,28,10,8
050,10,003,Delaware,New Castle County,7,5,39716,19868,19848,12548,12480,5611,5505,109,124,1012,1164,11,20,577,555,13031,12960,5987,5854,261,271,1175,1325,32,43,17643,17691,10735,10842,5367,5174,41,38,1005,1158,3,7,492,472,11147,11255,5684,5461,159,152,1158,1308,18,23,2225,2157,1813,1638,244,331,68,86,7,6,8,13,85,83,1884,1705,303,393,102,119,17,17,14,20
050,10,003,Delaware,New Castle County,7,6,40816,20378,20438,13716,13377,4707,5090,88,81,1468,1406,15,11,384,473,14038,13766,4948,5390,202,197,1578,1564,22,30,18158,18312,11861,11707,4476,4762,25,33,1461,1397,7,6,328,407,12138,12043,4675,5021,116,131,1564,1534,11,19,2220,2126,1855,1670,231,328,63,48,7,9,8,5,56,66,1900,1723,273,369,86,66,14,30,11,11
050,10,003,Delaware,New Castle County,7,7,37311,18524,18787,12059,11743,4344,4969,96,78,1627,1583,21,17,377,397,12366,12065,4584,5231,211,195,1733,1695,35,32,16117,16621,10062,10004,4119,4680,33,35,1610,1562,3,6,290,334,10292,10271,4297,4894,117,126,1707,1668,15,18,2407,2166,1997,1739,225,289,63,43,17,21,18,11,87,63,2074,1794,287,337,94,69,26,27,20,14
050,10,003,Delaware,New Castle County,7,8,33655,16473,17182,10650,10633,4041,4908,90,86,1403,1207,14,8,275,340,10871,10906,4200,5122,169,207,1503,1303,23,15,14311,15198,8830,9064,3839,4637,33,35,1388,1196,5,3,216,263,9001,9273,3961,4793,92,117,1471,1285,14,10,2162,1984,1820,1569,202,271,57,51,15,11,9,5,59,77,1870,1633,239,329,77,90,32,18,9,5
050,10,003,Delaware,New Castle County,7,9,35526,17420,18106,11454,11440,4491,5168,88,86,1125,1105,11,13,251,294,11647,11669,4629,5350,194,195,1203,1194,18,25,15594,16372,9908,10072,4317,4922,30,32,1118,1096,3,6,218,244,10075,10256,4435,5065,118,125,1189,1180,8,16,1826,1734,1546,1368,174,246,58,54,7,9,8,7,33,50,1572,1413,194,285,76,70,14,14,10,9
050,10,003,Delaware,New Castle County,7,10,38051,18205,19846,12586,12869,4470,5628,77,73,862,982,10,11,200,283,12734,13086,4575,5785,176,195,916,1065,19,25,16672,18345,11327,11655,4292,5450,36,30,845,966,3,4,169,240,11449,11836,4377,5576,120,134,898,1047,10,13,1533,1501,1259,1214,178,178,41,43,17,16,7,7,31,43,1285,1250,198,209,56,61,18,18,9,12
050,10,003,Delaware,New Castle County,7,11,41075,19718,21357,14061,14707,4576,5505,70,75,804,830,13,12,194,228,14199,14873,4668,5645,158,198,871,887,22,18,18524,20266,13065,13826,4453,5362,42,51,792,817,5,4,167,206,13182,13973,4527,5487,121,165,853,868,13,10,1194,1091,996,881,123,143,28,24,12,13,8,8,27,22,1017,900,141,158,37,33,18,19,9,8
050,10,003,Delaware,New Castle County,7,12,38679,18540,20139,13788,14272,3910,4848,58,64,640,752,6,8,138,195,13895,14412,3973,4964,136,164,676,797,11,14,17640,19339,13034,13630,3809,4735,40,48,638,746,3,4,116,176,13121,13755,3862,4838,102,135,672,791,6,10,900,800,754,642,101,113,18,16,2,6,3,4,22,19,774,657,111,126,34,29,4,6,5,4
050,10,003,Delaware,New Castle County,7,13,31545,14730,16815,11281,12289,2804,3746,49,45,503,583,5,2,88,150,11341,12388,2846,3833,104,138,526,615,8,7,14124,16228,10774,11799,2738,3676,30,36,498,578,2,2,82,137,10830,11888,2774,3752,83,124,521,606,5,7,606,587,507,490,66,70,19,9,5,5,3,0,6,13,511,500,72,81,21,14,5,9,3,0
050,10,003,Delaware,New Castle County,7,14,25430,11734,13696,9085,10131,2140,2913,24,30,399,516,5,3,81,103,9148,10201,2174,2965,73,99,419,536,9,13,11347,13251,8754,9754,2108,2860,16,27,396,514,3,2,70,94,8809,9817,2139,2907,57,92,415,534,5,8,387,445,331,377,32,53,8,3,3,2,2,1,11,9,339,384,35,58,16,7,4,2,4,5
050,10,003,Delaware,New Castle County,7,15,18236,8140,10096,6314,7747,1419,1936,16,24,324,321,2,2,65,66,6359,7793,1451,1961,56,66,340,341,3,6,7921,9800,6126,7498,1398,1914,13,18,323,319,0,0,61,51,6167,7534,1429,1936,52,50,337,334,1,2,219,296,188,249,21,22,3,6,1,2,2,2,4,15,192,259,22,25,4,16,3,7,2,4
050,10,003,Delaware,New Castle County,7,16,12784,5565,7219,4360,5587,907,1335,15,12,259,250,0,1,24,34,4383,5606,917,1352,30,36,262,256,0,5,5403,7044,4223,5432,890,1323,12,10,259,247,0,0,19,32,4241,5450,899,1339,23,32,262,253,0,4,162,175,137,155,17,12,3,2,0,3,0,1,5,2,142,156,18,13,7,4,0,3,0,1
050,10,003,Delaware,New Castle County,7,17,9576,3865,5711,3221,4676,521,895,5,9,99,105,2,4,17,22,3236,4692,524,904,11,21,108,111,3,5,3770,5596,3138,4578,513,883,4,8,99,105,0,3,16,19,3152,4591,516,890,9,19,108,111,1,4,95,115,83,98,8,12,1,1,0,0,2,1,1,3,84,101,8,14,2,2,0,0,2,1
050,10,003,Delaware,New Castle County,7,18,10174,3506,6668,3009,5655,400,862,8,13,66,93,1,1,22,44,3023,5678,412,884,19,32,71,115,6,16,3408,6536,2925,5542,393,856,7,11,65,93,0,1,18,33,2939,5563,402,869,17,29,69,104,2,6,98,132,84,113,7,6,1,2,1,0,1,0,4,11,84,115,10,15,2,3,2,11,4,10
050,10,003,Delaware,New Castle County,8,0,553658,268256,285402,179879,187968,65681,74175,1157,1133,14949,15078,179,171,6411,6877,185399,193762,69967,78862,2736,2964,16689,16911,342,358,241513,259713,158028,167630,62695,70721,480,517,14753,14890,64,76,5493,5879,162763,172582,66331,74661,1737,2009,16332,16563,198,215,26743,25689,21851,20338,2986,3454,677,616,196,188,115,95,918,998,22636,21180,3636,4201,999,955,357,348,144,143
050,10,003,Delaware,New Castle County,8,1,32938,16860,16078,9830,9360,4753,4638,63,57,1150,1034,26,16,1038,973,10780,10236,5532,5393,196,196,1417,1258,43,31,14393,13654,7788,7345,4535,4415,28,22,1127,1022,15,10,900,840,8624,8112,5209,5061,121,122,1361,1224,30,22,2467,2424,2042,2015,218,223,35,35,23,12,11,6,138,133,2156,2124,323,332,75,74,56,34,13,9
050,10,003,Delaware,New Castle County,8,2,33366,16803,16563,9705,9417,5024,5012,89,83,937,996,20,14,1028,1041,10638,10358,5820,5791,230,240,1182,1257,28,26,14071,13800,7553,7328,4658,4603,29,28,918,976,3,2,910,863,8384,8110,5353,5241,138,135,1146,1213,11,13,2732,2763,2152,2089,366,409,60,55,19,20,17,12,118,178,2254,2248,467,550,92,105,36,44,17,13
050,10,003,Delaware,New Castle County,8,3,34050,17272,16778,10322,9858,5187,5093,83,86,810,875,8,14,862,852,11089,10610,5813,5728,234,236,1026,1084,25,28,14631,14214,8242,7864,4834,4724,29,30,783,844,3,6,740,746,8899,8524,5375,5283,143,146,974,1036,19,19,2641,2564,2080,1994,353,369,54,56,27,31,5,8,122,106,2190,2086,438,445,91,90,52,48,6,9
050,10,003,Delaware,New Castle County,8,4,37484,18852,18632,11839,12007,5368,5054,95,89,890,762,11,10,649,710,12422,12629,5818,5540,223,236,1076,963,24,23,16571,16392,10066,10242,5036,4745,36,28,858,748,4,4,571,625,10582,10791,5426,5166,136,149,1030,936,16,14,2281,2240,1773,1765,332,309,59,61,32,14,7,6,78,85,1840,1838,392,374,87,87,46,27,8,9
050,10,003,Delaware,New Castle County,8,5,38119,19098,19021,11716,11598,5649,5497,125,113,1011,1211,11,24,586,578,12206,12102,6041,5869,279,263,1172,1384,29,40,16902,16888,9979,9971,5368,5170,41,39,1005,1205,6,9,503,494,10401,10403,5698,5479,159,158,1157,1360,22,19,2196,2133,1737,1627,281,327,84,74,6,6,5,15,83,84,1805,1699,343,390,120,105,15,24,7,21
050,10,003,Delaware,New Castle County,8,6,42309,21263,21046,14129,13746,5009,5270,90,98,1579,1421,15,10,441,501,14501,14162,5289,5595,208,222,1707,1582,26,27,19000,18896,12232,12091,4776,4935,27,32,1574,1404,8,5,383,429,12558,12446,5012,5210,127,137,1692,1545,14,17,2263,2150,1897,1655,233,335,63,66,5,17,7,5,58,72,1943,1716,277,385,81,85,15,37,12,10
050,10,003,Delaware,New Castle County,8,7,37352,18541,18811,12083,11716,4240,4889,97,85,1725,1740,18,12,378,369,12397,12030,4475,5130,213,190,1834,1844,32,20,16147,16684,10073,10008,4048,4606,27,37,1707,1721,1,4,291,308,10309,10264,4225,4806,111,121,1806,1819,13,11,2394,2127,2010,1708,192,283,70,48,18,19,17,8,87,61,2088,1766,250,324,102,69,28,25,19,9
050,10,003,Delaware,New Castle County,8,8,34689,16965,17724,10906,10938,4175,5064,68,83,1503,1262,19,10,294,367,11153,11229,4345,5297,155,205,1599,1374,27,18,14632,15679,8947,9311,3941,4781,26,33,1486,1247,7,3,225,304,9132,9552,4068,4968,89,123,1567,1351,14,9,2333,2045,1959,1627,234,283,42,50,17,15,12,7,69,63,2021,1677,277,329,66,82,32,23,13,9
050,10,003,Delaware,New Castle County,8,9,34130,16813,17317,10999,10812,4311,5024,116,88,1140,1095,10,11,237,287,11185,11046,4440,5202,207,192,1216,1180,18,26,14936,15567,9422,9420,4139,4791,37,32,1132,1088,3,7,203,229,9581,9600,4249,4924,114,114,1200,1170,9,18,1877,1750,1577,1392,172,233,79,56,8,7,7,4,34,58,1604,1446,191,278,93,78,16,10,9,8
050,10,003,Delaware,New Castle County,8,10,37778,18085,19693,12249,12631,4592,5648,73,74,920,1036,10,12,241,292,12429,12862,4713,5817,185,196,987,1118,28,20,16471,18119,10923,11370,4405,5454,37,27,905,1020,3,6,198,242,11066,11557,4504,5587,131,131,967,1099,16,10,1614,1574,1326,1261,187,194,36,47,15,16,7,6,43,50,1363,1305,209,230,54,65,20,19,12,10
050,10,003,Delaware,New Castle County,8,11,40788,19621,21167,13945,14379,4585,5585,73,71,823,870,9,12,186,250,14081,14556,4679,5740,153,201,885,935,16,23,18371,19981,12907,13431,4452,5423,37,47,810,858,3,5,162,217,13022,13585,4530,5557,109,165,869,911,10,13,1250,1186,1038,948,133,162,36,24,13,12,6,7,24,33,1059,971,149,183,44,36,16,24,6,10
050,10,003,Delaware,New Castle County,8,12,39213,18761,20452,13791,14392,4081,5022,57,68,670,758,5,10,157,202,13914,14537,4158,5147,144,164,714,804,13,19,17786,19618,12977,13727,3976,4903,36,48,667,752,1,3,129,185,13075,13860,4036,5012,104,135,705,798,6,12,975,834,814,665,105,119,21,20,3,6,4,7,28,17,839,677,122,135,40,29,9,6,7,7
050,10,003,Delaware,New Castle County,8,13,32632,15276,17356,11657,12593,2915,3926,60,43,555,630,7,5,82,159,11719,12697,2948,4014,105,140,581,665,9,12,14621,16712,11115,12062,2839,3838,39,36,550,624,4,5,74,147,11169,12156,2866,3917,83,129,575,658,6,11,655,644,542,531,76,88,21,7,5,6,3,0,8,12,550,541,82,97,22,11,6,7,3,1
050,10,003,Delaware,New Castle County,8,14,26722,12336,14386,9456,10556,2336,3135,21,33,423,537,5,3,95,122,9528,10639,2378,3199,81,117,448,559,8,10,11891,13917,9079,10163,2294,3077,14,28,420,535,3,3,81,111,9141,10238,2332,3134,64,106,442,557,4,8,445,469,377,393,42,58,7,5,3,2,2,0,14,11,387,401,46,65,17,11,6,2,4,2
050,10,003,Delaware,New Castle County,8,15,19050,8527,10523,6571,7996,1515,2075,14,24,356,356,2,2,69,70,6622,8042,1547,2108,53,67,370,374,7,7,8279,10199,6364,7724,1484,2049,11,18,355,354,0,0,65,54,6411,7761,1514,2073,49,52,368,369,5,3,248,324,207,272,31,26,3,6,1,2,2,2,4,16,211,281,33,35,4,15,2,5,2,4
050,10,003,Delaware,New Castle County,8,16,12988,5669,7319,4423,5631,929,1372,17,14,270,270,0,0,30,32,4449,5651,942,1388,35,37,277,276,1,4,5510,7131,4285,5461,915,1360,14,12,270,269,0,0,26,29,4307,5478,926,1374,30,34,277,275,1,4,159,188,138,170,14,12,3,2,0,1,0,0,4,3,142,173,16,14,5,3,0,1,0,0
050,10,003,Delaware,New Castle County,8,17,9647,3898,5749,3174,4632,588,949,6,10,114,123,0,5,16,30,3188,4652,594,961,14,28,119,132,1,7,3803,5611,3090,4517,581,936,4,8,114,121,0,3,14,26,3102,4533,586,946,11,23,119,130,1,5,95,138,84,115,7,13,2,2,0,2,0,2,2,4,86,119,8,15,3,5,0,2,0,2
050,10,003,Delaware,New Castle County,8,18,10403,3616,6787,3084,5706,424,922,10,14,73,102,3,1,22,42,3098,5724,435,943,21,34,79,122,7,17,3498,6651,2986,5595,414,911,8,12,72,102,0,1,18,30,3000,5612,422,923,18,29,77,112,1,7,118,136,98,111,10,11,2,2,1,0,3,0,4,12,98,112,13,20,3,5,2,10,6,10
050,10,003,Delaware,New Castle County,9,0,555403,268936,286467,179114,187256,66634,75325,1180,1143,15243,15523,175,175,6590,7045,184790,193183,71048,80123,2806,2995,17044,17407,335,391,241590,260006,156781,166329,63582,71739,479,517,15047,15329,65,80,5636,6012,161635,171392,67309,75768,1765,2015,16690,17038,192,245,27346,26461,22333,20927,3052,3586,701,626,196,194,110,95,954,1033,23155,21791,3739,4355,1041,980,354,369,143,146
050,10,003,Delaware,New Castle County,9,1,32652,16690,15962,9633,9247,4751,4670,52,55,1214,1039,27,19,1013,932,10564,10085,5515,5394,182,179,1466,1250,40,43,14240,13529,7613,7237,4518,4429,24,23,1194,1024,15,13,876,803,8428,7967,5177,5049,117,115,1419,1213,26,33,2450,2433,2020,2010,233,241,28,32,20,15,12,6,137,129,2136,2118,338,345,65,64,47,37,14,10
050,10,003,Delaware,New Castle County,9,2,33496,16805,16691,9672,9393,5083,5075,99,82,902,1057,17,14,1032,1070,10612,10363,5878,5867,246,243,1152,1318,29,28,14073,13881,7504,7230,4743,4693,34,29,883,1037,5,6,904,886,8332,8037,5428,5343,143,139,1112,1274,14,17,2732,2810,2168,2163,340,382,65,53,19,20,12,8,128,184,2280,2326,450,524,103,104,40,44,15,11
050,10,003,Delaware,New Castle County,9,3,33959,17158,16801,10220,9883,5145,5057,81,85,833,877,7,16,872,883,10993,10664,5784,5721,227,239,1053,1092,25,34,14437,14122,8069,7822,4781,4650,27,29,806,846,1,7,753,768,8739,8504,5331,5232,141,143,999,1041,16,23,2721,2679,2151,2061,364,407,54,56,27,31,6,9,119,115,2254,2160,453,489,86,96,54,51,9,11
050,10,003,Delaware,New Castle County,9,4,37496,18876,18620,11762,11807,5402,5196,92,90,900,777,13,12,707,738,12398,12460,5895,5700,226,239,1106,989,25,27,16469,16286,9880,9963,5059,4870,32,31,867,762,5,4,626,656,10443,10546,5490,5313,142,155,1059,962,13,18,2407,2334,1882,1844,343,326,60,59,33,15,8,8,81,82,1955,1914,405,387,84,84,47,27,12,9
050,10,003,Delaware,New Castle County,9,5,36786,18527,18259,11269,11078,5519,5318,134,96,1008,1158,11,18,586,591,11765,11597,5916,5693,283,251,1168,1332,25,39,16340,16153,9546,9444,5249,5015,37,32,999,1150,7,6,502,506,9971,9891,5583,5328,150,152,1153,1307,19,19,2187,2106,1723,1634,270,303,97,64,9,8,4,12,84,85,1794,1706,333,365,133,99,15,25,6,20
050,10,003,Delaware,New Castle County,9,6,42898,21482,21416,14020,13784,5311,5467,98,93,1570,1538,11,13,472,521,14418,14212,5605,5807,225,227,1707,1706,25,29,19230,19193,12154,12074,5065,5113,31,35,1568,1522,5,5,407,444,12496,12441,5316,5403,132,144,1696,1666,16,15,2252,2223,1866,1710,246,354,67,58,2,16,6,8,65,77,1922,1771,289,404,93,83,11,40,9,14
050,10,003,Delaware,New Castle County,9,7,37726,18911,18815,12285,11607,4389,5045,75,91,1739,1691,20,9,403,372,12621,11920,4643,5292,202,198,1853,1796,34,16,16479,16644,10243,9876,4179,4743,23,33,1723,1673,5,4,306,315,10493,10135,4367,4947,111,120,1824,1775,16,10,2432,2171,2042,1731,210,302,52,58,16,18,15,5,97,57,2128,1785,276,345,91,78,29,21,18,6
050,10,003,Delaware,New Castle County,9,8,35365,17237,18128,11038,11126,4239,5163,89,81,1538,1341,20,16,313,401,11302,11450,4422,5410,175,206,1646,1463,26,29,14880,16082,9085,9510,3998,4880,25,32,1524,1327,5,5,243,328,9285,9773,4140,5073,87,125,1615,1441,11,16,2357,2046,1953,1616,241,283,64,49,14,14,15,11,70,73,2017,1677,282,337,88,81,31,22,15,13
050,10,003,Delaware,New Castle County,9,9,32594,16032,16562,10382,10255,4134,4835,113,91,1144,1081,12,9,247,291,10580,10484,4265,5011,207,191,1221,1174,23,21,14059,14760,8709,8828,3962,4591,42,29,1130,1072,3,6,213,234,8880,9007,4072,4725,120,107,1200,1158,12,16,1973,1802,1673,1427,172,244,71,62,14,9,9,3,34,57,1700,1477,193,286,87,84,21,16,11,5
050,10,003,Delaware,New Castle County,9,10,37563,17977,19586,12087,12499,4632,5611,79,85,920,1085,11,12,248,294,12270,12730,4765,5787,194,196,990,1171,24,23,16325,17955,10711,11223,4453,5391,38,26,906,1070,4,7,213,238,10866,11401,4564,5523,134,122,975,1152,14,14,1652,1631,1376,1276,179,220,41,59,14,15,7,5,35,56,1404,1329,201,264,60,74,15,19,10,9
050,10,003,Delaware,New Castle County,9,11,40148,19310,20838,13586,13905,4613,5693,68,78,848,893,7,11,188,258,13719,14088,4713,5853,156,211,907,960,15,21,17980,19577,12491,12881,4465,5536,31,48,836,880,3,3,154,229,12597,13042,4539,5676,105,169,892,938,10,12,1330,1261,1095,1024,148,157,37,30,12,13,4,8,34,29,1122,1046,174,177,51,42,15,22,5,9
050,10,003,Delaware,New Castle County,9,12,39604,18904,20700,13782,14467,4199,5172,65,63,691,779,6,12,161,207,13909,14610,4279,5304,154,170,738,823,11,19,17882,19806,12922,13754,4095,5043,40,46,686,774,1,4,138,185,13027,13888,4159,5153,112,134,730,818,5,11,1022,894,860,713,104,129,25,17,5,5,5,8,23,22,882,722,120,151,42,36,8,5,6,8
050,10,003,Delaware,New Castle County,9,13,33790,15862,17928,12004,12897,3080,4106,54,49,615,698,6,5,103,173,12079,13009,3125,4209,109,148,650,740,10,14,15153,17206,11427,12316,2992,4002,33,37,610,690,3,5,88,156,11489,12414,3027,4092,83,130,643,728,7,13,709,722,577,581,88,104,21,12,5,8,3,0,15,17,590,595,98,117,26,18,7,12,3,1
050,10,003,Delaware,New Castle County,9,14,27945,12872,15073,9803,11004,2498,3324,31,34,443,579,4,2,93,130,9876,11093,2533,3395,92,121,466,602,7,13,12410,14574,9408,10583,2455,3260,23,31,440,577,2,2,82,121,9472,10665,2488,3325,76,114,461,599,4,11,462,499,395,421,43,64,8,3,3,2,2,0,11,9,404,428,45,70,16,7,5,3,3,2
050,10,003,Delaware,New Castle County,9,15,19617,8768,10849,6705,8142,1594,2209,17,27,372,393,3,1,77,77,6759,8193,1631,2244,59,73,393,417,8,9,8497,10513,6487,7864,1557,2179,13,20,370,392,1,0,69,58,6534,7905,1592,2205,53,56,387,410,5,5,271,336,218,278,37,30,4,7,2,1,2,1,8,19,225,288,39,39,6,17,6,7,3,4
050,10,003,Delaware,New Castle County,9,16,13465,5842,7623,4558,5841,966,1441,13,17,269,288,0,1,36,35,4590,5865,981,1459,34,39,277,294,1,4,5673,7394,4413,5644,950,1420,10,15,269,286,0,0,31,29,4440,5662,962,1435,30,36,276,291,1,2,169,229,145,197,16,21,3,2,0,2,0,1,5,6,150,203,19,24,4,3,1,3,0,2
